commodity,month,horizon,p50,p10,p90,model
"BOX PANEL,SIZE:225(A) X 225(B) X 100(C)",2027-06-01,12,636.3037739050347,484.8847992899871,787.7227485200824,K-nearest neighbours
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2026-07-01,1,983.1060756098324,908.4886905755518,1057.7234606441132,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2026-08-01,2,983.1060756098324,908.4886905755518,1057.7234606441132,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2026-09-01,3,983.1060756098324,905.0693464314768,1061.1428047881882,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2026-10-01,4,983.1060756098324,892.9970224142293,1073.2151288054356,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2026-11-01,5,983.1060756098324,882.3610914430758,1083.8510597765892,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2026-12-01,6,983.1060756098324,872.7454748425655,1093.4666763770997,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2027-01-01,7,983.1060756098324,863.9030027943044,1102.3091484253605,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2027-02-01,8,983.1060756098324,855.6726304880117,1110.5395207316533,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2027-03-01,9,983.1060756098324,847.9424958164276,1118.2696554032375,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2027-04-01,10,983.1060756098324,840.6311526601423,1125.5809985595226,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2027-05-01,11,983.1060756098324,833.6771157778369,1132.535035441828,Moving average (auto-k)
"BOX PANEL,SIZE:300(A) X 200(B) X 150(C)",2027-06-01,12,983.1060756098324,827.032617253121,1139.179533966544,Moving average (auto-k)
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2025-11-01,1,1712.2752179561237,1331.178132332226,2093.372303580021,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2025-12-01,2,1729.5666475039911,1344.6210488969828,2114.5122461109995,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-01-01,3,1585.901734721096,1158.699041606748,2013.104427835444,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-02-01,4,1575.6210846723031,1085.5276780893748,2065.714491255232,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-03-01,5,1506.4500636007838,982.5640276632836,2030.336099538284,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-04-01,6,1505.5455771435268,932.00174612041,2079.089408166644,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-05-01,7,1578.927711707889,929.2344725519848,2228.620950863794,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-06-01,8,1650.6923452621936,924.572659274685,2376.812031249702,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-07-01,9,1664.6278140421716,887.9596886791225,2441.295939405221,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-08-01,10,1573.4840351199546,799.6293412790062,2347.3387289609027,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-09-01,11,1548.199492347136,749.6159723291215,2346.78301236515,K-nearest neighbours
"BOX PANEL,SIZE:400(A) X 410(B) X 280(C)",2026-10-01,12,1551.795787245906,715.7649979971167,2387.826576494695,K-nearest neighbours
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-06-01,1,1256.9614741267037,1055.7820441558215,1458.1409040975852,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-07-01,2,1219.8659745953453,1024.6237603656132,1415.1081888250774,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-08-01,3,1212.9506371232949,993.448042281785,1432.4532319648044,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-09-01,4,1214.8231181688775,960.9720776215452,1468.6741587162098,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-10-01,5,1244.6705433906543,953.883321699092,1535.4577650822164,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-11-01,6,1429.8049598138257,1063.883121786117,1795.7267978415343,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2026-12-01,7,1664.6253349395065,1204.473217903443,2124.77745197557,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2027-01-01,8,1676.9318968081943,1181.3718066534682,2172.4919869629207,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2027-02-01,9,1662.930983072662,1141.6986068140257,2184.1633593312986,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2027-03-01,10,1593.1963689600575,1066.8092997272504,2119.583438192865,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2027-04-01,11,1588.0057039399364,1037.7249737316704,2138.2864341482027,Hist gradient boosting
"STARTER,DOL,OLR RANGE:6.0-9.3A,+/-10%",2027-05-01,12,1490.150167830826,950.817702796424,2029.482632865228,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-06-01,1,1291.5992403185317,1239.5883135967274,1343.6101670403357,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-07-01,2,1291.5992403185317,1239.5883135967274,1343.6101670403357,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-08-01,3,1296.7313010792125,1241.566405498526,1351.8961966598993,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-09-01,4,1313.9477237277051,1249.4030720431854,1378.4923754122249,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-10-01,5,1318.1595717880164,1245.7651391739157,1390.5540044021172,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-11-01,6,1307.0729476741449,1228.4358220996148,1385.7100732486747,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2026-12-01,7,1298.097897171962,1213.7433214622874,1382.4524728816368,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2027-01-01,8,1310.2011440280396,1219.1814970531002,1401.220791002979,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2027-02-01,9,1312.5528331858504,1215.8386368305012,1409.2670295411997,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2027-03-01,10,1314.9723628827098,1212.8387243132656,1417.106001452154,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2027-04-01,11,1312.8388292332086,1205.8939647039206,1419.7836937624966,Hist gradient boosting
"STARTER,DOL,OLR RANGE:3.8-6.0A,+/-10%",2027-05-01,12,1311.9433558132446,1200.3192773769792,1423.56743424951,Hist gradient boosting
"TERMINAL END,TUBULAR,CU,95MM2",2025-10-01,1,61.4226345320087,58.850025347188215,63.99524371682919,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2025-11-01,2,61.58897092567042,59.00939495185814,64.16854689948269,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2025-12-01,3,61.7557577688459,59.169196139534975,64.34231939815683,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-01-01,4,61.92299628138094,59.18304189277428,64.6629506699876,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-02-01,5,62.09068768642493,59.01902977320492,65.16234559964492,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-03-01,6,62.25883321043943,58.884888373974505,65.63277804690433,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-04-01,7,62.42743408320749,58.77328821393504,66.08157995247994,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-05-01,8,62.59649153784252,58.67946638079034,66.5135166948947,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-06-01,9,62.76600681079706,58.60012322608422,66.9318903955099,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-07-01,10,62.93598114187226,58.532862555816585,67.33909972792793,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-08-01,11,63.1064157742267,58.4758801239426,67.7369514245108,Linear trend
"TERMINAL END,TUBULAR,CU,95MM2",2026-09-01,12,63.27731195438536,58.42777782570343,68.12684608306728,Linear trend
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2026-07-01,1,2.554980240747545,2.343078029950461,2.7668824515446286,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2026-08-01,2,2.591456414094706,2.3765289815560173,2.806383846633395,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2026-09-01,3,2.6164952734832085,2.3994911948806315,2.8334993520857856,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2026-10-01,4,2.6149304784957685,2.3980561791814985,2.8318047778100386,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2026-11-01,5,2.586607142350748,2.372081893510748,2.801132391190748,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2026-12-01,6,2.5586129380066738,2.344980446546736,2.7722454294666123,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2027-01-01,7,2.5311030587754804,2.3028345838598674,2.7593715336910933,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2027-02-01,8,2.504312649911557,2.2628663083172618,2.7457589915058525,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2027-03-01,9,2.4766269667540826,2.223365603218199,2.7298883302899664,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2027-04-01,10,2.4379773526516164,2.1751825598489667,2.700772145454266,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2027-05-01,11,2.428310480533243,2.153781848853903,2.702839112212584,Ensemble: annealed weights
"CABLE TIE,TYPE:6/6,DIA:101.6MM",2027-06-01,12,2.4272610831627714,2.140649192221562,2.7138729741039804,Ensemble: annealed weights
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2026-08-01,1,2355.4839316154744,2261.0753338388727,2449.892529392076,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2026-09-01,2,2409.616798631298,2313.038537118088,2506.1950601445087,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2026-10-01,3,2451.581540318896,2353.3213176742133,2549.8417629635783,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2026-11-01,4,2474.511760252888,2374.9333732100963,2574.09014729568,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2026-12-01,5,2476.1546438682144,2364.7487067944403,2587.5605809419885,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-01-01,6,2455.098844475832,2334.0975053718507,2576.100183579813,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-02-01,7,2421.689579175394,2292.771726668528,2550.60743168226,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-03-01,8,2389.303688378542,2253.327796353,2525.2795804040843,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-04-01,9,2362.90442066705,2220.273732024297,2505.5351093098034,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-05-01,10,2341.4411732680046,2192.4608814910657,2490.4214650449435,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-06-01,11,2323.1571175314743,2168.125422752698,2478.1888123102503,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 8M, 5T",2027-07-01,12,2306.2510236083685,2145.5040634635843,2466.9979837531528,Bayesian ridge (lags)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2026-08-01,1,859.3620944599471,768.3651782077519,950.3590107121424,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2026-09-01,2,867.8063565153782,775.9152865507685,959.6974264799878,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2026-10-01,3,876.3335935613522,783.5395837529475,969.127603369757,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2026-11-01,4,884.9446209265516,789.3065167112471,980.582725141856,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2026-12-01,5,893.640261951239,785.6629283782023,1001.6175955242758,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-01-01,6,902.421348065984,782.9758309150341,1021.8668652169338,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-02-01,7,911.2887188711546,781.005079018251,1041.5723587240582,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-03-01,8,920.2432222172,779.5955689569236,1060.890875477476,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-04-01,9,929.2857142857148,778.6404842560709,1079.9309443153584,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-05-01,10,912.557834526864,756.6222375420942,1068.4934315116334,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-06-01,11,896.1310698684874,735.5284051043209,1056.733734632654,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 5M, 3T",2027-07-01,12,879.9999999999998,715.2755127083635,1044.724487291636,Seasonal naive (12m)
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2026-08-01,1,158.11176232184962,113.33545027432083,202.88807436937844,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2026-09-01,2,158.32308307649484,113.48692624630624,203.15923990668347,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2026-10-01,3,158.53468626718836,113.63860467012846,203.43076786424828,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2026-11-01,4,158.74657227141384,113.79048581637004,203.70265872645768,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2026-12-01,5,158.95874146715937,113.94256995597512,203.97491297834364,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-01-01,6,159.17119423291828,113.16535056131816,205.1770379045184,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-02-01,7,159.38393094768978,109.62552564984968,209.14233624552983,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-03-01,8,159.59695199097956,106.3318839894038,212.8620199925553,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-04-01,9,159.8102577428006,103.23861291379671,216.3819025718045,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-05-01,10,160.0238485836737,100.31239954962076,219.73529761772664,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-06-01,11,160.23772489462834,97.52812756397456,222.9473222252821,Linear trend
"SWITCH,SOCKET,FUSE&INDICATOR,6&16A",2027-07-01,12,160.45188705720315,94.86630885739557,226.03746525701075,Linear trend
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-06-01,1,323.3189639042561,164.9482200857616,481.68970772275065,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-07-01,2,323.6284104587747,165.1060909936822,482.1507299238672,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-08-01,3,333.3187921964235,170.0498505562981,496.58773383654886,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-09-01,4,343.6541619829293,175.32266483735935,511.9856591284992,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-10-01,5,348.3313346553636,177.70882647178877,518.9538428389384,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-11-01,6,364.5939287034328,186.0055434654776,543.182313941388,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2025-12-01,7,353.3663848206451,180.2775671134656,526.4552025278247,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2026-01-01,8,339.4031281384194,173.153907218849,505.6523490579898,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2026-02-01,9,345.2301077930938,176.12666795922766,514.3335476269599,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2026-03-01,10,351.5112916392909,179.33115087278935,523.6914324057925,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2026-04-01,11,350.51580681014,178.82328257855764,522.2083310417224,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA,MTG:DIN RAIL",2026-05-01,12,347.4972975237416,177.28332424115806,517.7112708063252,Hist gradient boosting
"MCB,415VAC,20A,2P,10KA",2025-12-01,1,261.6084821032456,254.88326470869444,268.3336994977967,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-01-01,2,261.6084821032456,254.0894604744054,269.1275037320858,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-02-01,3,261.6084821032456,252.39959892544115,270.81736528105006,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-03-01,4,261.6084821032456,250.97497973996315,272.24198446652804,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-04-01,5,261.6084821032456,249.71986504164343,273.4970991648477,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-05-01,6,261.6084821032456,248.58515461888504,274.63180958760614,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-06-01,7,261.6084821032456,247.5416806938141,275.6752835126771,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-07-01,8,261.6084821032456,246.5704388455652,276.646525360926,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-08-01,9,261.6084821032456,245.65822855832192,277.5587356481693,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-09-01,10,261.6084821032456,244.7954386168677,278.4215255896235,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-10-01,11,261.6084821032456,243.9748133300629,279.24215087642824,Moving average (auto-k)
"MCB,415VAC,20A,2P,10KA",2026-11-01,12,261.6084821032456,243.19071574763663,280.0262484588545,Moving average (auto-k)
"TERMINAL END,TUBULAR,CU,50MM2",2025-10-01,1,28.014276224370107,23.277536071687592,32.75101637705262,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2025-11-01,2,29.71016602218772,24.68667959644392,34.73365244793151,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2025-12-01,3,32.704952615747445,27.061068835466305,38.34883639602859,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-01-01,4,35.94133711716614,28.77943903930005,43.10323519503223,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-02-01,5,36.61176563846599,28.45515772526273,44.76837355166925,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-03-01,6,35.43060191783768,26.78374911064705,44.077454725028296,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-04-01,7,32.341967545406604,23.816477188875705,40.86745790193751,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-05-01,8,29.114949433655543,20.91020714909213,37.31969171821895,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-06-01,9,27.285747455235978,19.13005162167198,35.44144328879998,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-07-01,10,27.039340195464337,18.52011692318285,35.55856346774582,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-08-01,11,27.490121090259898,18.40612568359458,36.574116496925214,Gaussian process
"TERMINAL END,TUBULAR,CU,50MM2",2026-09-01,12,27.931360654837693,18.29114773582452,37.57157357385088,Gaussian process
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2026-08-01,1,500.5198218351794,460.42611178203225,540.6135318883265,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2026-09-01,2,503.0523936745381,462.7558141313402,543.348973217736,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2026-10-01,3,505.5977800316072,465.09730450243336,546.098255560781,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2026-11-01,4,508.1560457463504,466.6112675686168,549.700823924084,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2026-12-01,5,510.7272559868125,464.0437580753335,557.4107538982915,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-01-01,6,513.3114762507826,461.9135080836773,564.7094444178878,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-02-01,7,515.9087723674592,460.1117164430932,571.7058282918251,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-03-01,8,518.5192104991306,458.5678288374593,578.470592160802,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-04-01,9,521.1428571428569,457.2330663016078,585.052647984106,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-05-01,10,510.5479692706255,444.5507093308936,576.5452292103573,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-06-01,11,500.1684765582555,432.3571858078278,567.9797673086832,Seasonal naive (12m)
"SLING,WEB,POLYESTER,FLAT WOVEN, 4M, 2T",2027-07-01,12,489.99999999999983,420.61332847316646,559.3866715268333,Seasonal naive (12m)
"MCB,415VAC,16A,2P,10KA",2026-07-01,1,257.86983355435035,233.73720268240447,282.0024644262963,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2026-08-01,2,263.31700782920825,235.7659646114315,290.86805104698504,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2026-09-01,3,266.0313393336652,231.94050995716827,300.122168710162,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2026-10-01,4,267.3552933402244,227.79468862324308,306.91589805720577,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2026-11-01,5,270.0171531683443,225.3466859290148,314.6876204076739,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2026-12-01,6,275.1301864699309,225.269528354992,324.9908445848698,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2027-01-01,7,280.8787134441478,225.8977955534261,335.8596313348695,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2027-02-01,8,284.00742387513293,224.5756319535989,343.43921579666693,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2027-03-01,9,285.1055323572197,221.82486680187893,348.3861979125604,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2027-04-01,10,286.88425633933326,219.7644253204925,354.004087358174,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2027-05-01,11,290.7792020487737,219.4275847071051,362.1308193904424,Bayesian ridge (lags)
"MCB,415VAC,16A,2P,10KA",2027-06-01,12,296.9185881296635,220.8207798639756,373.01639639535136,Bayesian ridge (lags)
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2026-07-01,1,536.3285297136606,480.523680288572,592.1333791387492,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2026-08-01,2,537.0095994619066,481.13388489979246,592.8853140240208,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2026-09-01,3,537.6915340830366,473.8514236540224,601.5316445120508,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2026-10-01,4,538.3743346753294,464.564514481678,612.1841548689807,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2026-11-01,5,539.0580023384596,456.4313222445485,621.6846824323707,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2026-12-01,6,539.7425381734988,449.1146049828511,630.3704713641466,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2027-01-01,7,540.4279432829152,442.414280277897,638.4416062879334,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2027-02-01,8,541.1142187705786,436.2001468716483,646.028290669509,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2027-03-01,9,541.8013657417591,430.38187893564,653.2208525478782,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2027-04-01,10,542.4893853031319,424.8937917430271,660.0849788632368,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2027-05-01,11,543.178278562776,419.6863592202301,666.6701979053217,Linear trend
"BOX PANEL,SIZE:175(A) X 175(B) X 100(C)",2027-06-01,12,543.8680466301786,414.72115122705736,673.0149420332998,Linear trend
"MCB,240V,25A,2P,10KA",2026-04-01,1,259.54828977340725,256.248807815122,262.8477717316925,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-05-01,2,260.0679083068086,256.76182074932,263.3739958642972,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-06-01,3,259.6695820044181,255.8493891892076,263.48977481962856,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-07-01,4,260.47096204279006,256.0461697703332,264.89575431524696,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-08-01,5,262.5356882928734,257.549405243913,267.52197134183376,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-09-01,6,265.5976421070378,260.07173706560155,271.1235471484741,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-10-01,7,275.1353359592119,268.9523399216015,281.3183319968223,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-11-01,8,287.8786252059333,280.96257733396027,294.7946730779063,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2026-12-01,9,289.12294410719005,281.7556604826992,296.4902277316808,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2027-01-01,10,290.2349461207797,282.4392791066073,298.03061313495215,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2027-02-01,11,285.294682209367,277.2576890910796,293.3316753276544,Hist gradient boosting
"MCB,240V,25A,2P,10KA",2027-03-01,12,283.3306694431871,274.9940920175168,291.66724686885743,Hist gradient boosting
"MCB,415VAC,6A,2P,10KA",2021-10-01,1,269.0,227.3102707097414,310.68972929025864,Naive (last price)
